#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_0834.jpeg,2180147,"{}",10,3,"{""name"":""rect"",""x"":1326,""y"":1514,""width"":260,""height"":349}","{}"
IMG_0834.jpeg,2180147,"{}",10,4,"{""name"":""rect"",""x"":1738,""y"":1456,""width"":358,""height"":224}","{}"
IMG_0834.jpeg,2180147,"{}",10,5,"{""name"":""rect"",""x"":2038,""y"":1850,""width"":255,""height"":340}","{}"
IMG_0834.jpeg,2180147,"{}",10,6,"{""name"":""rect"",""x"":1908,""y"":2522,""width"":215,""height"":349}","{}"
IMG_0834.jpeg,2180147,"{}",10,7,"{""name"":""rect"",""x"":1460,""y"":2697,""width"":282,""height"":367}","{}"
IMG_0834.jpeg,2180147,"{}",10,8,"{""name"":""rect"",""x"":1102,""y"":2621,""width"":278,""height"":372}","{}"
IMG_0834.jpeg,2180147,"{}",10,9,"{""name"":""rect"",""x"":1711,""y"":3257,""width"":233,""height"":372}","{}"
IMG_0833.jpeg,2289300,"{}",17,0,"{""name"":""rect"",""x"":977,""y"":224,""width"":202,""height"":497}","{}"
IMG_0833.jpeg,2289300,"{}",17,1,"{""name"":""rect"",""x"":1770,""y"":497,""width"":408,""height"":354}","{}"
IMG_0833.jpeg,2289300,"{}",17,2,"{""name"":""rect"",""x"":1120,""y"":860,""width"":287,""height"":399}","{}"
IMG_0833.jpeg,2289300,"{}",17,3,"{""name"":""rect"",""x"":1761,""y"":1004,""width"":479,""height"":242}","{}"
IMG_0833.jpeg,2289300,"{}",17,4,"{""name"":""rect"",""x"":2137,""y"":1326,""width"":399,""height"":300}","{}"
IMG_0833.jpeg,2289300,"{}",17,5,"{""name"":""rect"",""x"":1313,""y"":1420,""width"":421,""height"":269}","{}"
IMG_0833.jpeg,2289300,"{}",17,6,"{""name"":""rect"",""x"":900,""y"":1644,""width"":291,""height"":470}","{}"
IMG_0833.jpeg,2289300,"{}",17,7,"{""name"":""rect"",""x"":1788,""y"":1720,""width"":417,""height"":184}","{}"
IMG_0833.jpeg,2289300,"{}",17,8,"{""name"":""rect"",""x"":2269,""y"":1785,""width"":329,""height"":352}","{}"
IMG_0833.jpeg,2289300,"{}",17,9,"{""name"":""rect"",""x"":2085,""y"":2240,""width"":349,""height"":334}","{}"
IMG_0833.jpeg,2289300,"{}",17,10,"{""name"":""rect"",""x"":1684,""y"":2188,""width"":139,""height"":428}","{}"
IMG_0833.jpeg,2289300,"{}",17,11,"{""name"":""rect"",""x"":1427,""y"":2038,""width"":121,""height"":414}","{}"
IMG_0833.jpeg,2289300,"{}",17,12,"{""name"":""rect"",""x"":977,""y"":2356,""width"":343,""height"":334}","{}"
IMG_0833.jpeg,2289300,"{}",17,13,"{""name"":""rect"",""x"":2076,""y"":2710,""width"":325,""height"":338}","{}"
IMG_0833.jpeg,2289300,"{}",17,14,"{""name"":""rect"",""x"":1967,""y"":3138,""width"":372,""height"":282}","{}"
IMG_0833.jpeg,2289300,"{}",17,15,"{""name"":""rect"",""x"":1024,""y"":2937,""width"":432,""height"":175}","{}"
IMG_0833.jpeg,2289300,"{}",17,16,"{""name"":""rect"",""x"":954,""y"":3398,""width"":437,""height"":235}","{}"
IMG_0832.jpeg,2202086,"{}",17,0,"{""name"":""rect"",""x"":887,""y"":296,""width"":452,""height"":323}","{}"
IMG_0832.jpeg,2202086,"{}",17,1,"{""name"":""rect"",""x"":1779,""y"":524,""width"":345,""height"":372}","{}"
IMG_0832.jpeg,2202086,"{}",17,2,"{""name"":""rect"",""x"":1151,""y"":1012,""width"":461,""height"":215}","{}"
IMG_0832.jpeg,2202086,"{}",17,3,"{""name"":""rect"",""x"":1732,""y"":1008,""width"":361,""height"":318}","{}"
IMG_0832.jpeg,2202086,"{}",17,4,"{""name"":""rect"",""x"":2088,""y"":1333,""width"":374,""height"":222}","{}"
IMG_0832.jpeg,2202086,"{}",17,5,"{""name"":""rect"",""x"":1803,""y"":1626,""width"":298,""height"":340}","{}"
IMG_0832.jpeg,2202086,"{}",17,6,"{""name"":""rect"",""x"":1525,""y"":1561,""width"":222,""height"":396}","{}"
IMG_0832.jpeg,2202086,"{}",17,7,"{""name"":""rect"",""x"":1120,""y"":1555,""width"":222,""height"":450}","{}"
IMG_0832.jpeg,2202086,"{}",17,8,"{""name"":""rect"",""x"":1413,""y"":2108,""width"":164,""height"":432}","{}"
IMG_0832.jpeg,2202086,"{}",17,9,"{""name"":""rect"",""x"":2106,""y"":1879,""width"":401,""height"":161}","{}"
IMG_0832.jpeg,2202086,"{}",17,10,"{""name"":""rect"",""x"":1443,""y"":2596,""width"":396,""height"":170}","{}"
IMG_0832.jpeg,2202086,"{}",17,11,"{""name"":""rect"",""x"":1913,""y"":2404,""width"":385,""height"":202}","{}"
IMG_0832.jpeg,2202086,"{}",17,12,"{""name"":""rect"",""x"":2294,""y"":2592,""width"":157,""height"":408}","{}"
IMG_0832.jpeg,2202086,"{}",17,13,"{""name"":""rect"",""x"":2016,""y"":3165,""width"":226,""height"":367}","{}"
IMG_0832.jpeg,2202086,"{}",17,14,"{""name"":""rect"",""x"":1826,""y"":2695,""width"":273,""height"":354}","{}"
IMG_0832.jpeg,2202086,"{}",17,15,"{""name"":""rect"",""x"":1046,""y"":3040,""width"":273,""height"":405}","{}"
IMG_0832.jpeg,2202086,"{}",17,16,"{""name"":""rect"",""x"":1158,""y"":3485,""width"":421,""height"":235}","{}"
IMG_0831.jpeg,2186536,"{}",10,0,"{""name"":""rect"",""x"":986,""y"":385,""width"":148,""height"":370}","{}"
IMG_0831.jpeg,2186536,"{}",10,1,"{""name"":""rect"",""x"":1756,""y"":441,""width"":172,""height"":379}","{}"
IMG_0831.jpeg,2186536,"{}",10,2,"{""name"":""rect"",""x"":2231,""y"":264,""width"":273,""height"":287}","{}"
IMG_0831.jpeg,2186536,"{}",10,3,"{""name"":""rect"",""x"":853,""y"":1243,""width"":253,""height"":323}","{}"
IMG_0831.jpeg,2186536,"{}",10,4,"{""name"":""rect"",""x"":1951,""y"":1357,""width"":267,""height"":302}","{}"
IMG_0831.jpeg,2186536,"{}",10,5,"{""name"":""rect"",""x"":1572,""y"":2157,""width"":354,""height"":197}","{}"
IMG_0831.jpeg,2186536,"{}",10,6,"{""name"":""rect"",""x"":1790,""y"":2341,""width"":179,""height"":318}","{}"
IMG_0831.jpeg,2186536,"{}",10,7,"{""name"":""rect"",""x"":2314,""y"":2616,""width"":284,""height"":249}","{}"
IMG_0831.jpeg,2186536,"{}",10,8,"{""name"":""rect"",""x"":2171,""y"":3084,""width"":204,""height"":325}","{}"
IMG_0831.jpeg,2186536,"{}",10,9,"{""name"":""rect"",""x"":936,""y"":3098,""width"":217,""height"":327}","{}"
IMG_0830.jpeg,2156154,"{}",10,0,"{""name"":""rect"",""x"":1071,""y"":349,""width"":376,""height"":233}","{}"
IMG_0830.jpeg,2156154,"{}",10,1,"{""name"":""rect"",""x"":1996,""y"":401,""width"":170,""height"":374}","{}"
IMG_0830.jpeg,2156154,"{}",10,2,"{""name"":""rect"",""x"":1678,""y"":1295,""width"":157,""height"":347}","{}"
IMG_0830.jpeg,2156154,"{}",10,3,"{""name"":""rect"",""x"":1940,""y"":1346,""width"":300,""height"":300}","{}"
IMG_0830.jpeg,2156154,"{}",10,4,"{""name"":""rect"",""x"":1214,""y"":1776,""width"":258,""height"":307}","{}"
IMG_0830.jpeg,2156154,"{}",10,5,"{""name"":""rect"",""x"":1711,""y"":2175,""width"":269,""height"":302}","{}"
IMG_0830.jpeg,2156154,"{}",10,6,"{""name"":""rect"",""x"":1158,""y"":2439,""width"":199,""height"":340}","{}"
IMG_0830.jpeg,2156154,"{}",10,7,"{""name"":""rect"",""x"":1676,""y"":2914,""width"":262,""height"":260}","{}"
IMG_0830.jpeg,2156154,"{}",10,8,"{""name"":""rect"",""x"":1136,""y"":3111,""width"":159,""height"":370}","{}"
IMG_0830.jpeg,2156154,"{}",10,9,"{""name"":""rect"",""x"":1709,""y"":3268,""width"":271,""height"":273}","{}"
IMG_0829.jpeg,2256908,"{}",11,0,"{""name"":""rect"",""x"":1317,""y"":394,""width"":175,""height"":439}","{}"
IMG_0829.jpeg,2256908,"{}",11,1,"{""name"":""rect"",""x"":1541,""y"":296,""width"":233,""height"":475}","{}"
IMG_0829.jpeg,2256908,"{}",11,2,"{""name"":""rect"",""x"":869,""y"":1116,""width"":439,""height"":228}","{}"
IMG_0829.jpeg,2256908,"{}",11,3,"{""name"":""rect"",""x"":1626,""y"":1080,""width"":318,""height"":381}","{}"
IMG_0829.jpeg,2256908,"{}",11,4,"{""name"":""rect"",""x"":1922,""y"":1371,""width"":296,""height"":394}","{}"
IMG_0829.jpeg,2256908,"{}",11,5,"{""name"":""rect"",""x"":1326,""y"":1537,""width"":381,""height"":376}","{}"
IMG_0829.jpeg,2256908,"{}",11,6,"{""name"":""rect"",""x"":1048,""y"":2141,""width"":273,""height"":408}","{}"
IMG_0829.jpeg,2256908,"{}",11,7,"{""name"":""rect"",""x"":1994,""y"":2052,""width"":452,""height"":175}","{}"
IMG_0829.jpeg,2256908,"{}",11,8,"{""name"":""rect"",""x"":1261,""y"":2641,""width"":246,""height"":383}","{}"
IMG_0829.jpeg,2256908,"{}",11,9,"{""name"":""rect"",""x"":1131,""y"":3114,""width"":224,""height"":392}","{}"
IMG_0829.jpeg,2256908,"{}",11,10,"{""name"":""rect"",""x"":2146,""y"":3053,""width"":307,""height"":349}","{}"
IMG_0828.jpeg,2263540,"{}",11,0,"{""name"":""rect"",""x"":995,""y"":515,""width"":251,""height"":457}","{}"
IMG_0828.jpeg,2263540,"{}",11,1,"{""name"":""rect"",""x"":1770,""y"":426,""width"":318,""height"":323}","{}"
IMG_0828.jpeg,2263540,"{}",11,2,"{""name"":""rect"",""x"":1532,""y"":1174,""width"":376,""height"":269}","{}"
IMG_0828.jpeg,2263540,"{}",11,3,"{""name"":""rect"",""x"":1964,""y"":1382,""width"":208,""height"":376}","{}"
IMG_0828.jpeg,2263540,"{}",11,4,"{""name"":""rect"",""x"":1469,""y"":1631,""width"":379,""height"":267}","{}"
IMG_0828.jpeg,2263540,"{}",11,5,"{""name"":""rect"",""x"":907,""y"":1503,""width"":320,""height"":318}","{}"
IMG_0828.jpeg,2263540,"{}",11,6,"{""name"":""rect"",""x"":1485,""y"":2191,""width"":179,""height"":379}","{}"
IMG_0828.jpeg,2263540,"{}",11,7,"{""name"":""rect"",""x"":1953,""y"":2265,""width"":237,""height"":358}","{}"
IMG_0828.jpeg,2263540,"{}",11,8,"{""name"":""rect"",""x"":923,""y"":2663,""width"":361,""height"":269}","{}"
IMG_0828.jpeg,2263540,"{}",11,9,"{""name"":""rect"",""x"":1416,""y"":2950,""width"":213,""height"":388}","{}"
IMG_0828.jpeg,2263540,"{}",11,10,"{""name"":""rect"",""x"":1026,""y"":3125,""width"":175,""height"":401}","{}"
IMG_0827.jpeg,2170653,"{}",7,0,"{""name"":""rect"",""x"":954,""y"":314,""width"":143,""height"":323}","{}"
IMG_0827.jpeg,2170653,"{}",7,1,"{""name"":""rect"",""x"":1662,""y"":856,""width"":233,""height"":318}","{}"
IMG_0827.jpeg,2170653,"{}",7,2,"{""name"":""rect"",""x"":2047,""y"":1716,""width"":157,""height"":336}","{}"
IMG_0827.jpeg,2170653,"{}",7,3,"{""name"":""rect"",""x"":1380,""y"":1994,""width"":242,""height"":287}","{}"
IMG_0827.jpeg,2170653,"{}",7,4,"{""name"":""rect"",""x"":1469,""y"":2840,""width"":161,""height"":332}","{}"
IMG_0827.jpeg,2170653,"{}",7,5,"{""name"":""rect"",""x"":2106,""y"":2822,""width"":211,""height"":305}","{}"
IMG_0827.jpeg,2170653,"{}",7,6,"{""name"":""rect"",""x"":1080,""y"":3172,""width"":228,""height"":300}","{}"
IMG_0826.jpeg,2169218,"{}",7,0,"{""name"":""rect"",""x"":806,""y"":659,""width"":228,""height"":318}","{}"
IMG_0826.jpeg,2169218,"{}",7,1,"{""name"":""rect"",""x"":1926,""y"":358,""width"":309,""height"":188}","{}"
IMG_0826.jpeg,2169218,"{}",7,2,"{""name"":""rect"",""x"":2029,""y"":1317,""width"":273,""height"":202}","{}"
IMG_0826.jpeg,2169218,"{}",7,3,"{""name"":""rect"",""x"":995,""y"":1646,""width"":309,""height"":195}","{}"
IMG_0826.jpeg,2169218,"{}",7,4,"{""name"":""rect"",""x"":1882,""y"":2654,""width"":172,""height"":291}","{}"
IMG_0826.jpeg,2169218,"{}",7,5,"{""name"":""rect"",""x"":2265,""y"":3031,""width"":139,""height"":302}","{}"
IMG_0826.jpeg,2169218,"{}",7,6,"{""name"":""rect"",""x"":1196,""y"":3214,""width"":206,""height"":278}","{}"
